,tick,stateEstimate.x,stateEstimate.y,stateEstimate.yaw,mr18.m0,mr18.m1,mr18.m2,mr18.m3,mr18.m4,mr18.m5,mr18.m6,mr18.m7,mr18.m8,mr18.m9,mr18.m10,mr18.m11,mr18.m12,mr18.m13,mr18.m14,mr18.m15
19,270.0,0.117976,0.0694693,1.3807079651283063,767.0,996.0,5002.0,5002.0,5002.0,1388.0,824.0,636.0,5001.0,5001.0,1033.0,1272.0,1198.0,1324.0,1028.0,814.0
20,280.0,0.119131,0.0704607,1.388803858773505,767.0,996.0,5002.0,5002.0,5002.0,1388.0,824.0,636.0,5001.0,5001.0,1033.0,1272.0,1198.0,1324.0,1028.0,814.0
21,290.0,0.119277,0.0706597,1.3994035779834253,767.0,996.0,5002.0,5002.0,5002.0,1388.0,824.0,636.0,5001.0,5001.0,1033.0,1272.0,1198.0,1324.0,1028.0,814.0
22,310.0,0.118688,0.071468,1.4209467910803444,766.0,940.0,1444.0,5002.0,5001.0,1460.0,817.0,633.0,5002.0,5001.0,1042.0,1282.0,1201.0,1304.0,1024.0,801.0
23,320.0,0.118116,0.0709555,1.4328127470175036,766.0,940.0,1444.0,5002.0,5001.0,1460.0,817.0,633.0,5002.0,5001.0,1042.0,1282.0,1201.0,1304.0,1024.0,801.0
24,330.0,0.11859,0.070158,1.445406359354479,763.0,892.0,1672.0,5002.0,5002.0,1396.0,825.0,629.0,5002.0,2077.0,1040.0,1269.0,1182.0,1324.0,1028.0,819.0
25,350.0,0.11863,0.0698879,1.4362676825221423,763.0,892.0,1672.0,5002.0,5002.0,1396.0,825.0,629.0,5002.0,2077.0,1040.0,1269.0,1182.0,1324.0,1028.0,819.0
26,360.0,0.11849,0.0716334,1.427186301469319,763.0,892.0,5002.0,2165.0,5001.0,1355.0,846.0,618.0,5002.0,2167.0,1011.0,1269.0,1187.0,1323.0,1039.0,811.0
27,370.0,0.119429,0.0728191,1.4251637604525071,757.0,973.0,5002.0,2165.0,5001.0,1355.0,846.0,618.0,5002.0,2167.0,1011.0,1269.0,1187.0,1323.0,1039.0,811.0
28,390.0,0.119325,0.0725045,1.4085880914393722,757.0,973.0,5002.0,2165.0,5001.0,1355.0,846.0,618.0,5002.0,2167.0,1011.0,1269.0,1187.0,1323.0,1039.0,811.0
29,400.0,0.119892,0.0722827,1.381143413052606,780.0,907.0,5002.0,2258.0,5007.0,1372.0,835.0,607.0,5001.0,2109.0,1022.0,1296.0,1201.0,1314.0,1014.0,828.0
30,410.0,0.120592,0.0714087,1.381126224318752,780.0,907.0,5002.0,2258.0,5007.0,1372.0,835.0,607.0,5001.0,2109.0,1022.0,1296.0,1201.0,1314.0,1014.0,828.0
31,440.0,0.120429,0.0733688,1.3785364550847607,778.0,933.0,5002.0,5002.0,5001.0,1342.0,826.0,626.0,5002.0,5002.0,1049.0,1300.0,1181.0,1310.0,1046.0,822.0
32,455.0,0.119046,0.0738221,1.3772759479354728,778.0,933.0,5002.0,5002.0,5001.0,1342.0,826.0,626.0,5002.0,5002.0,1049.0,1300.0,1181.0,1310.0,1046.0,822.0
33,460.0,0.118357,0.0742046,1.3772358408898138,778.0,933.0,5002.0,5002.0,5001.0,1342.0,826.0,626.0,5002.0,5002.0,1049.0,1300.0,1181.0,1310.0,1046.0,822.0
34,480.0,0.118076,0.0732983,1.3575833885168265,769.0,945.0,5002.0,5002.0,5002.0,1434.0,815.0,623.0,5002.0,5002.0,1021.0,1291.0,1191.0,1307.0,1023.0,817.0
35,494.0,0.119,0.0732841,1.3694550740319371,769.0,945.0,5002.0,5002.0,5002.0,1434.0,815.0,623.0,5002.0,5002.0,1021.0,1291.0,1191.0,1307.0,1023.0,817.0
36,500.0,0.119148,0.0732313,1.3694550740319371,769.0,945.0,5002.0,5002.0,5002.0,1434.0,815.0,623.0,5002.0,5002.0,1021.0,1291.0,1191.0,1307.0,1023.0,817.0
37,520.0,0.119877,0.0731721,1.3876178361375842,773.0,947.0,1637.0,2185.0,2953.0,1418.0,821.0,628.0,1882.0,2083.0,1021.0,1263.0,1217.0,1313.0,1005.0,813.0
38,530.0,0.120154,0.0731053,1.4162714554720768,773.0,947.0,1637.0,2185.0,2953.0,1418.0,821.0,628.0,1882.0,2083.0,1021.0,1263.0,1217.0,1313.0,1005.0,813.0
39,540.0,0.120425,0.0738727,1.4447073508444197,773.0,947.0,1637.0,2185.0,2953.0,1418.0,821.0,628.0,1882.0,2083.0,1021.0,1263.0,1217.0,1313.0,1005.0,813.0
40,560.0,0.120812,0.0749066,1.4780764128328383,756.0,976.0,5007.0,2170.0,5002.0,1360.0,827.0,627.0,5002.0,5001.0,1042.0,1273.0,1210.0,1308.0,1019.0,833.0
41,570.0,0.120268,0.0755875,1.486521810733067,756.0,976.0,5007.0,2170.0,5002.0,1360.0,827.0,627.0,5002.0,5001.0,1042.0,1273.0,1210.0,1308.0,1019.0,833.0
42,580.0,0.120153,0.0732468,1.5004905217783564,756.0,976.0,5007.0,2170.0,5002.0,1360.0,827.0,627.0,5002.0,5001.0,1042.0,1273.0,1210.0,1308.0,1019.0,833.0
43,600.0,0.120849,0.0725034,1.5099844324436742,767.0,879.0,5002.0,2119.0,5001.0,1476.0,795.0,624.0,5001.0,5001.0,1025.0,1316.0,1210.0,1299.0,1029.0,818.0
44,610.0,0.121237,0.0709539,1.495408386135546,767.0,879.0,5002.0,2119.0,5001.0,1476.0,795.0,624.0,5001.0,5001.0,1025.0,1316.0,1210.0,1299.0,1029.0,818.0
45,620.0,0.121532,0.0719434,1.4792280580010515,766.0,5002.0,5002.0,2200.0,5002.0,1503.0,820.0,630.0,5002.0,2012.0,991.0,1283.0,1198.0,1293.0,1011.0,813.0
46,640.0,0.119906,0.07461,1.472936981410515,766.0,5002.0,5002.0,2200.0,5002.0,1503.0,820.0,630.0,5002.0,2012.0,991.0,1283.0,1198.0,1293.0,1011.0,813.0
47,653.0,0.119867,0.0729122,1.480511483462145,770.0,914.0,1577.0,2188.0,5001.0,1389.0,810.0,620.0,5002.0,5001.0,1024.0,1273.0,1198.0,1317.0,1012.0,827.0
48,660.0,0.119745,0.0726044,1.4804312693708264,770.0,914.0,1577.0,2188.0,5001.0,1389.0,810.0,620.0,5002.0,5001.0,1024.0,1273.0,1198.0,1317.0,1012.0,827.0
49,680.0,0.120242,0.0728652,1.475142868921769,770.0,914.0,1577.0,2188.0,5001.0,1389.0,810.0,620.0,5002.0,5001.0,1024.0,1273.0,1198.0,1317.0,1012.0,827.0
50,693.0,0.120747,0.0721144,1.4756929084050945,783.0,954.0,5002.0,2197.0,5002.0,1411.0,825.0,625.0,5002.0,5002.0,1013.0,1288.0,1198.0,1309.0,1029.0,805.0
51,700.0,0.120801,0.0721229,1.482459539965589,783.0,954.0,5002.0,2197.0,5002.0,1411.0,825.0,625.0,5002.0,5002.0,1013.0,1288.0,1198.0,1309.0,1029.0,805.0
52,720.0,0.12066,0.0721748,1.4915122731286563,783.0,954.0,5002.0,2197.0,5002.0,1411.0,825.0,625.0,5002.0,5002.0,1013.0,1288.0,1198.0,1309.0,1029.0,805.0
53,733.0,0.121112,0.0728868,1.491248712542896,764.0,909.0,1625.0,5002.0,5001.0,1442.0,821.0,644.0,2140.0,5001.0,997.0,1279.0,1200.0,1323.0,1010.0,811.0
54,740.0,0.120876,0.0715962,1.4747990942446902,764.0,909.0,1625.0,5002.0,5001.0,1442.0,821.0,644.0,2140.0,5001.0,997.0,1279.0,1200.0,1323.0,1010.0,811.0
55,760.0,0.12036,0.0698541,1.4338154231589826,771.0,898.0,1558.0,2137.0,5002.0,1369.0,812.0,637.0,5002.0,5002.0,1049.0,1272.0,1191.0,1317.0,1019.0,814.0
56,773.0,0.121091,0.0696271,1.3960976115055204,771.0,898.0,1558.0,2137.0,5002.0,1369.0,812.0,637.0,5002.0,5002.0,1049.0,1272.0,1191.0,1317.0,1019.0,814.0
57,780.0,0.118958,0.0696742,1.3584943914110843,771.0,898.0,1558.0,2137.0,5002.0,1369.0,812.0,637.0,5002.0,5002.0,1049.0,1272.0,1191.0,1317.0,1019.0,814.0
58,800.0,0.120649,0.0699004,1.314227672159277,758.0,962.0,1501.0,2045.0,5002.0,1365.0,832.0,628.0,5001.0,2143.0,1010.0,1281.0,1224.0,1330.0,1001.0,807.0
59,813.0,0.120542,0.068783,1.289521732033236,758.0,962.0,1501.0,2045.0,5002.0,1365.0,832.0,628.0,5001.0,2143.0,1010.0,1281.0,1224.0,1330.0,1001.0,807.0
60,820.0,0.120831,0.0689495,1.2673310766278192,758.0,962.0,1501.0,2045.0,5002.0,1365.0,832.0,628.0,5001.0,2143.0,1010.0,1281.0,1224.0,1330.0,1001.0,807.0
61,850.0,0.122742,0.0682218,1.189981774285158,769.0,944.0,1569.0,5002.0,5001.0,1393.0,836.0,619.0,5002.0,2043.0,1007.0,1267.0,1209.0,1290.0,1028.0,808.0
62,863.0,0.123289,0.0681623,1.164330453797151,769.0,944.0,1569.0,5002.0,5001.0,1393.0,836.0,619.0,5002.0,2043.0,1007.0,1267.0,1209.0,1290.0,1028.0,808.0
63,870.0,0.123618,0.0683331,1.144678001424164,770.0,939.0,1478.0,2105.0,5001.0,1445.0,829.0,641.0,5001.0,5001.0,1015.0,1290.0,1209.0,1279.0,1025.0,822.0
64,890.0,0.12279,0.069015,1.1003196089251357,770.0,939.0,1478.0,2105.0,5001.0,1445.0,829.0,641.0,5001.0,5001.0,1015.0,1290.0,1209.0,1279.0,1025.0,822.0
65,900.0,0.122505,0.0694846,1.0892156868555003,770.0,939.0,1478.0,2105.0,5001.0,1445.0,829.0,641.0,5001.0,5001.0,1015.0,1290.0,1209.0,1279.0,1025.0,822.0
66,910.0,0.123173,0.0684618,1.0879780980180176,777.0,973.0,1478.0,5002.0,5002.0,1397.0,827.0,618.0,5002.0,5001.0,1057.0,1284.0,1192.0,1292.0,1023.0,813.0
67,930.0,0.123511,0.0657553,1.0938050787944982,777.0,973.0,1478.0,5002.0,5002.0,1397.0,827.0,618.0,5002.0,5001.0,1057.0,1284.0,1192.0,1292.0,1023.0,813.0
68,943.0,0.123078,0.0650441,1.0915820025493903,777.0,973.0,1478.0,5002.0,5002.0,1397.0,827.0,618.0,5002.0,5001.0,1057.0,1284.0,1192.0,1292.0,1023.0,813.0
69,950.0,0.1227,0.0664792,1.0865227852183852,766.0,901.0,5002.0,5002.0,5002.0,1414.0,854.0,640.0,5002.0,5001.0,1056.0,1286.0,1200.0,1286.0,1003.0,832.0
70,970.0,0.124427,0.0669239,1.0978100537824629,766.0,901.0,5002.0,5002.0,5002.0,1414.0,854.0,640.0,5002.0,5001.0,1056.0,1286.0,1200.0,1286.0,1003.0,832.0
71,983.0,0.125835,0.0666563,1.1109766239145689,755.0,956.0,5007.0,2169.0,5002.0,1441.0,845.0,630.0,5002.0,2044.0,1013.0,1290.0,1219.0,1306.0,1008.0,814.0
72,990.0,0.125698,0.0658486,1.0974720086833354,755.0,956.0,5007.0,2169.0,5002.0,1441.0,845.0,630.0,5002.0,2044.0,1013.0,1290.0,1219.0,1306.0,1008.0,814.0
73,1010.0,0.124867,0.0629754,1.0398095361813693,755.0,956.0,5007.0,2169.0,5002.0,1441.0,845.0,630.0,5002.0,2044.0,1013.0,1290.0,1219.0,1306.0,1008.0,814.0
74,1027.0,0.126146,0.0620934,1.0103480463557424,756.0,980.0,5002.0,5002.0,5001.0,1440.0,836.0,616.0,5002.0,5002.0,1043.0,1288.0,1212.0,1318.0,1029.0,820.0
75,1030.0,0.125404,0.0617558,0.9843071145670466,756.0,980.0,5002.0,5002.0,5001.0,1440.0,836.0,616.0,5002.0,5002.0,1043.0,1288.0,1212.0,1318.0,1029.0,820.0
76,1050.0,0.126209,0.0631546,0.978182195737098,756.0,980.0,5002.0,5002.0,5001.0,1440.0,836.0,616.0,5002.0,5002.0,1043.0,1288.0,1212.0,1318.0,1029.0,820.0
77,1063.0,0.127125,0.0628648,0.9947005689707196,765.0,867.0,1609.0,2084.0,5002.0,1427.0,838.0,631.0,5001.0,2016.0,1046.0,1282.0,1211.0,1316.0,1026.0,808.0
78,1070.0,0.129688,0.0609262,1.0165245313872526,765.0,867.0,1609.0,2084.0,5002.0,1427.0,838.0,631.0,5001.0,2016.0,1046.0,1282.0,1211.0,1316.0,1026.0,808.0
79,1090.0,0.129513,0.0604026,1.0207357711814642,772.0,5007.0,1526.0,2181.0,5002.0,1359.0,840.0,642.0,5002.0,5002.0,1023.0,1297.0,1220.0,1316.0,1026.0,802.0
80,1103.0,0.130608,0.0589953,1.0276513717686933,772.0,5007.0,1526.0,2181.0,5002.0,1359.0,840.0,642.0,5002.0,5002.0,1023.0,1297.0,1220.0,1316.0,1026.0,802.0
81,1110.0,0.13078,0.0588197,1.0484611988878447,772.0,5007.0,1526.0,2181.0,5002.0,1359.0,840.0,642.0,5002.0,5002.0,1023.0,1297.0,1220.0,1316.0,1026.0,802.0
82,1130.0,0.132015,0.0590985,1.0888146163989083,765.0,923.0,1622.0,5002.0,5002.0,1398.0,844.0,634.0,5002.0,2051.0,1072.0,1283.0,1179.0,1312.0,1039.0,814.0
83,1140.0,0.132118,0.0595994,1.1026286288395128,765.0,923.0,1622.0,5002.0,5002.0,1398.0,844.0,634.0,5002.0,2051.0,1072.0,1283.0,1179.0,1312.0,1039.0,814.0
84,1150.0,0.131313,0.0582396,1.1168207934249033,765.0,923.0,1622.0,5002.0,5002.0,1398.0,844.0,634.0,5002.0,2051.0,1072.0,1283.0,1179.0,1312.0,1039.0,814.0
85,1160.0,0.131464,0.0580763,1.1380316910006465,762.0,976.0,5002.0,2089.0,5001.0,1433.0,853.0,645.0,1620.0,2129.0,1012.0,1276.0,1216.0,1297.0,1004.0,795.0
86,1180.0,0.133707,0.057389,1.1458009987026203,762.0,976.0,5002.0,2089.0,5001.0,1433.0,853.0,645.0,1620.0,2129.0,1012.0,1276.0,1216.0,1297.0,1004.0,795.0
87,1193.0,0.13483,0.0584316,1.14431130843528,762.0,976.0,5002.0,2089.0,5001.0,1433.0,853.0,645.0,1620.0,2129.0,1012.0,1276.0,1216.0,1297.0,1004.0,795.0
88,1200.0,0.134984,0.0582521,1.1456864071435942,752.0,952.0,5002.0,2142.0,5002.0,1430.0,844.0,638.0,5002.0,2064.0,1025.0,1286.0,1214.0,1298.0,1019.0,819.0
89,1220.0,0.134993,0.0567664,1.1643247242192,752.0,952.0,5002.0,2142.0,5002.0,1430.0,844.0,638.0,5002.0,2064.0,1025.0,1286.0,1214.0,1298.0,1019.0,819.0
90,1230.0,0.135135,0.0566237,1.1711142740915002,767.0,891.0,1453.0,2102.0,5002.0,1394.0,836.0,638.0,5002.0,1997.0,1071.0,1288.0,1218.0,1323.0,1017.0,797.0
91,1250.0,0.136971,0.0549066,1.1901593912016486,767.0,891.0,1453.0,2102.0,5002.0,1394.0,836.0,638.0,5002.0,1997.0,1071.0,1288.0,1218.0,1323.0,1017.0,797.0
92,1260.0,0.136699,0.054541,1.2121667001126235,767.0,891.0,1453.0,2102.0,5002.0,1394.0,836.0,638.0,5002.0,1997.0,1071.0,1288.0,1218.0,1323.0,1017.0,797.0
93,1270.0,0.136763,0.0535381,1.2235112644562138,759.0,972.0,5002.0,2005.0,5002.0,1457.0,843.0,640.0,5007.0,5002.0,1043.0,1308.0,1228.0,1352.0,1000.0,797.0
94,1280.0,0.136885,0.0533818,1.225894768883958,759.0,972.0,5002.0,2005.0,5002.0,1457.0,843.0,640.0,5007.0,5002.0,1043.0,1308.0,1228.0,1352.0,1000.0,797.0
95,1300.0,0.138973,0.0532095,1.2571553461862957,759.0,972.0,5002.0,2005.0,5002.0,1457.0,843.0,640.0,5007.0,5002.0,1043.0,1308.0,1228.0,1352.0,1000.0,797.0
96,1313.0,0.138587,0.0518284,1.2794032973712255,770.0,928.0,1612.0,2207.0,5002.0,1486.0,852.0,637.0,5001.0,5002.0,1030.0,1302.0,1211.0,1326.0,1015.0,803.0
97,1320.0,0.138703,0.0516774,1.2882726840398508,770.0,928.0,1612.0,2207.0,5002.0,1486.0,852.0,637.0,5001.0,5002.0,1030.0,1302.0,1211.0,1326.0,1015.0,803.0
98,1340.0,0.139457,0.0511498,1.3020064823891366,753.0,974.0,5002.0,2135.0,5002.0,1458.0,848.0,656.0,2188.0,5002.0,1057.0,1325.0,1226.0,1344.0,1023.0,805.0
99,1357.0,0.141371,0.0502918,1.2997547582542726,753.0,974.0,5002.0,2135.0,5002.0,1458.0,848.0,656.0,2188.0,5002.0,1057.0,1325.0,1226.0,1344.0,1023.0,805.0
100,1360.0,0.141493,0.0501481,1.3025106852488515,753.0,974.0,5002.0,2135.0,5002.0,1458.0,848.0,656.0,2188.0,5002.0,1057.0,1325.0,1226.0,1344.0,1023.0,805.0
101,1380.0,0.141152,0.0515931,1.3809142299345536,745.0,981.0,1724.0,5002.0,5002.0,1468.0,832.0,633.0,5002.0,5002.0,1025.0,1292.0,1226.0,1348.0,995.0,805.0
102,1393.0,0.141524,0.0512802,1.4288879861208574,745.0,981.0,1724.0,5002.0,5002.0,1468.0,832.0,633.0,5002.0,5002.0,1025.0,1292.0,1226.0,1348.0,995.0,805.0
103,1400.0,0.141605,0.0511848,1.4589510816313718,745.0,981.0,1724.0,5002.0,5002.0,1468.0,832.0,633.0,5002.0,5002.0,1025.0,1292.0,1226.0,1348.0,995.0,805.0
104,1420.0,0.141518,0.0505056,1.5149863539951662,750.0,5007.0,5002.0,2048.0,5002.0,1465.0,822.0,643.0,5002.0,2091.0,1066.0,1288.0,1213.0,1334.0,996.0,793.0
105,1433.0,0.142766,0.0500043,1.541474192864064,750.0,5007.0,5002.0,2048.0,5002.0,1465.0,822.0,643.0,5002.0,2091.0,1066.0,1288.0,1213.0,1334.0,996.0,793.0
106,1440.0,0.142848,0.0499039,1.579226381985234,750.0,5007.0,5002.0,2048.0,5002.0,1465.0,822.0,643.0,5002.0,2091.0,1066.0,1288.0,1213.0,1334.0,996.0,793.0
107,1460.0,0.142947,0.0498581,1.614486204697585,753.0,913.0,5002.0,2145.0,5001.0,1446.0,831.0,651.0,5002.0,5001.0,1077.0,1302.0,1187.0,1349.0,987.0,793.0
108,1474.0,0.142216,0.0489535,1.638263953195514,753.0,913.0,5002.0,2145.0,5001.0,1446.0,831.0,651.0,5002.0,5001.0,1077.0,1302.0,1187.0,1349.0,987.0,793.0
109,1480.0,0.141915,0.0485756,1.6514477120614743,753.0,913.0,5002.0,2145.0,5001.0,1446.0,831.0,651.0,5002.0,5001.0,1077.0,1302.0,1187.0,1349.0,987.0,793.0
110,1500.0,0.14197,0.0479602,1.6295378059756715,752.0,5002.0,1276.0,5002.0,5001.0,1467.0,848.0,645.0,5002.0,2140.0,1071.0,1300.0,1226.0,1313.0,1029.0,787.0
111,1513.0,0.142556,0.0499564,1.6170931626654304,752.0,5002.0,1276.0,5002.0,5001.0,1467.0,848.0,645.0,5002.0,2140.0,1071.0,1300.0,1226.0,1313.0,1029.0,787.0
112,1521.0,0.141703,0.0506274,1.6135121764458626,755.0,952.0,5002.0,2147.0,5002.0,1365.0,847.0,631.0,5002.0,5002.0,1040.0,1300.0,1229.0,1317.0,1010.0,802.0
113,1540.0,0.143817,0.0512408,1.657125723811221,755.0,952.0,5002.0,2147.0,5002.0,1365.0,847.0,631.0,5002.0,5002.0,1040.0,1300.0,1229.0,1317.0,1010.0,802.0
114,1553.0,0.144348,0.050624,1.6682009979910997,755.0,952.0,5002.0,2147.0,5002.0,1365.0,847.0,631.0,5002.0,5002.0,1040.0,1300.0,1229.0,1317.0,1010.0,802.0
115,1560.0,0.144381,0.050619,1.6579966196598197,759.0,5002.0,1554.0,2193.0,5002.0,1460.0,856.0,645.0,5002.0,5001.0,1056.0,1304.0,1204.0,1329.0,992.0,792.0
116,1581.0,0.144618,0.0518155,1.6667113077237596,759.0,5002.0,1554.0,2193.0,5002.0,1460.0,856.0,645.0,5002.0,5001.0,1056.0,1304.0,1204.0,1329.0,992.0,792.0
117,1591.0,0.145358,0.0532105,1.6747155281217372,759.0,5002.0,1554.0,2193.0,5002.0,1460.0,856.0,645.0,5002.0,5001.0,1056.0,1304.0,1204.0,1329.0,992.0,792.0
118,1600.0,0.146152,0.0537184,1.6754661028333586,753.0,5007.0,1627.0,2112.0,5002.0,1455.0,846.0,630.0,5002.0,5002.0,1041.0,1309.0,1215.0,1349.0,984.0,798.0
119,1620.0,0.146809,0.0523661,1.7077408154330778,753.0,5007.0,1627.0,2112.0,5002.0,1455.0,846.0,630.0,5002.0,5002.0,1041.0,1309.0,1215.0,1349.0,984.0,798.0
120,1630.0,0.146144,0.0515089,1.7010314796520958,737.0,963.0,5002.0,2193.0,5001.0,1356.0,842.0,643.0,5002.0,5001.0,1023.0,1293.0,1228.0,1336.0,995.0,795.0
121,1651.0,0.146466,0.0521461,1.6792075172355627,737.0,963.0,5002.0,2193.0,5001.0,1356.0,842.0,643.0,5002.0,5001.0,1023.0,1293.0,1228.0,1336.0,995.0,795.0
122,1665.0,0.147515,0.0527649,1.6781590044704735,766.0,954.0,5007.0,5002.0,5001.0,1476.0,848.0,618.0,5007.0,5002.0,1047.0,1306.0,1211.0,1349.0,990.0,800.0
123,1670.0,0.147515,0.0527649,1.6781590044704735,766.0,954.0,5007.0,5002.0,5001.0,1476.0,848.0,618.0,5007.0,5002.0,1047.0,1306.0,1211.0,1349.0,990.0,800.0
124,1690.0,0.148081,0.0546123,1.6777407452800277,766.0,954.0,5007.0,5002.0,5001.0,1476.0,848.0,618.0,5007.0,5002.0,1047.0,1306.0,1211.0,1349.0,990.0,800.0
125,1704.0,0.147457,0.0544901,1.6870341207170498,746.0,5007.0,1528.0,5002.0,5002.0,1429.0,844.0,634.0,5001.0,5001.0,1056.0,1276.0,1216.0,1342.0,971.0,818.0
126,1710.0,0.147467,0.0544943,1.6870341207170498,746.0,5007.0,1528.0,5002.0,5002.0,1429.0,844.0,634.0,5001.0,5001.0,1056.0,1276.0,1216.0,1342.0,971.0,818.0
127,1730.0,0.148169,0.0534354,1.695605569332207,746.0,5007.0,1528.0,5002.0,5002.0,1429.0,844.0,634.0,5001.0,5001.0,1056.0,1276.0,1216.0,1342.0,971.0,818.0
128,1743.0,0.148431,0.0552042,1.7226090702167227,746.0,960.0,5002.0,5002.0,5002.0,1455.0,846.0,646.0,5002.0,2071.0,1045.0,1302.0,1225.0,1330.0,1012.0,799.0
129,1750.0,0.148604,0.0548361,1.7226090702167227,746.0,960.0,5002.0,5002.0,5002.0,1455.0,846.0,646.0,5002.0,2071.0,1045.0,1302.0,1225.0,1330.0,1012.0,799.0
130,1770.0,0.150206,0.0551018,1.754047264435551,746.0,960.0,5002.0,5002.0,5002.0,1455.0,846.0,646.0,5002.0,2071.0,1045.0,1302.0,1225.0,1330.0,1012.0,799.0
131,1787.0,0.149067,0.0551013,1.7745419647673804,753.0,5007.0,5002.0,2180.0,5002.0,1407.0,846.0,640.0,5002.0,5002.0,1062.0,1309.0,1226.0,1355.0,1005.0,815.0
132,1790.0,0.150362,0.0550401,1.7751722183420242,753.0,5007.0,5002.0,2180.0,5002.0,1407.0,846.0,640.0,5002.0,5002.0,1062.0,1309.0,1226.0,1355.0,1005.0,815.0
133,1810.0,0.150146,0.0570071,1.7627447637656368,748.0,988.0,5002.0,5002.0,5001.0,1370.0,849.0,635.0,5002.0,5002.0,1060.0,1302.0,1227.0,1367.0,1019.0,791.0
134,1824.0,0.150301,0.0568567,1.7411958210907663,748.0,988.0,5002.0,5002.0,5001.0,1370.0,849.0,635.0,5002.0,5002.0,1060.0,1302.0,1227.0,1367.0,1019.0,791.0
